"id","sid","X2015.10.08.00.12.00","X2015.10.08.00.34.00","X2015.10.08.00.40.00","X2015.10.08.01.32.00","X2015.10.08.01.52.00","X2015.10.08.02.52.00","X2015.10.08.02.58.00","X2015.10.08.04.13.00","X2015.10.08.04.30.00","X2015.10.08.05.58.00","X2015.10.08.06.16.00","X2015.10.08.06.41.00","X2015.10.08.06.54.00","X2015.10.08.07.07.00","X2015.10.08.07.25.00","X2015.10.08.07.38.00","X2015.10.08.07.52.00","X2015.10.08.08.05.00","X2015.10.08.08.18.00","X2015.10.08.08.31.00","X2015.10.08.08.44.00","X2015.10.08.08.57.00","X2015.10.08.09.10.00","X2015.10.08.09.22.00","X2015.10.08.09.35.00","X2015.10.08.09.48.00","X2015.10.08.10.00.00","X2015.10.08.10.12.00","X2015.10.08.10.24.00","X2015.10.08.10.37.00","X2015.10.08.10.49.00","X2015.10.08.11.03.00","X2015.10.08.11.18.00","X2015.10.08.11.33.00","X2015.10.08.11.48.00","X2015.10.08.12.02.00","X2015.10.08.12.17.00","X2015.10.08.12.32.00","X2015.10.08.12.47.00","X2015.10.08.12.59.00","X2015.10.08.13.12.00","X2015.10.08.13.24.00","X2015.10.08.13.37.00","X2015.10.08.13.49.00","X2015.10.08.14.02.00","X2015.10.08.14.15.00","X2015.10.08.14.28.00","X2015.10.08.14.40.00","X2015.10.08.14.53.00","X2015.10.08.15.07.00","X2015.10.08.15.20.00","X2015.10.08.15.33.00","X2015.10.08.15.46.00","X2015.10.08.15.59.00","X2015.10.08.16.13.00","X2015.10.08.16.26.00","X2015.10.08.16.39.00","X2015.10.08.16.52.00","X2015.10.08.17.06.00","X2015.10.08.17.19.00","X2015.10.08.17.32.00","X2015.10.08.17.53.00","X2015.10.08.18.12.00","X2015.10.08.18.25.00","X2015.10.08.18.38.00","X2015.10.08.18.51.00","X2015.10.08.19.04.00","X2015.10.08.19.17.00","X2015.10.08.19.30.00","X2015.10.08.19.43.00","X2015.10.08.19.55.00","X2015.10.08.20.08.00","X2015.10.08.20.21.00","X2015.10.08.20.39.00","X2015.10.08.20.53.00","X2015.10.08.21.03.00","X2015.10.08.21.18.00","X2015.10.08.21.29.00","X2015.10.08.21.41.00","X2015.10.08.21.53.00","X2015.10.08.22.04.00","X2015.10.08.22.16.00","X2015.10.08.22.27.00","X2015.10.08.22.38.00","X2015.10.08.22.56.00","X2015.10.08.23.04.00","X2015.10.08.23.16.00","X2015.10.08.23.24.00","X2015.10.08.23.35.00","X2015.10.08.23.50.00","X2015.10.08.23.56.00"
"186",417,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,-1,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,0,0,0,1,-1,0,0,-1,1,0,1,-1,0,0,0,0,0,-1,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0
"187",418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190",421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-6,0,0,0,0,0,0,0,0,0
"191",422,0,0,0,0,0,0,0,0,0,1,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192",423,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",426,0,0,1,-1,0,2,0,-2,-1,0,-1,1,0,0,-5,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,-2,2,-1,0,-1,1,0,0,0,0,0,0,-1,1,-1,0,0,1,5,4,-1,0,0,0,2,-2,-1,-2,2,0,-1,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",428,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-2,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,1,-1,0,0,0,1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0
"196",430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,2,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,-1,1,-1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0
"197",432,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,10,3,2,7,8,13,4,15,12,15,16,10,15,15,10,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,17,-2,0,0,0,0,0,0,1,-1,0,0,-2,2,-7,-11,-12,-11,0,-14,-12,-6,0,-10,-10,-11,-4,-4,-10,-5,-5,-5,0,0,0,0,0,0,0
"198",433,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,1,-1,0,1,-1,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0
"199",434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,-1,-1,1,0,1,1,1,-1,0,0,0,0,-1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",435,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,-1,-1,2,-2,1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,-1,0,1,0,0,0,1,-1,0,0,0,1,0,-2,4,-4,3,-1,1,-1,0,0,-1,2,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0
"201",436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202",437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0
"203",438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
"204",439,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,2,0,0,0,0,0,1,0,-1,0,1,-1,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0
"205",440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,1,0,0,-1,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206",441,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0
"207",442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,-1,3,-2,1,-1,0,2,-2,1,-1,0,0,-1,0,2,-2,-2,2,1,-1,-1,1,1,0,0,0,0,0,-1,1,0,0,-1,1,0,0,1,-1,0,0,-1,0,1,0,0,0,1,-1,0,1,-2,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"208",443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209",444,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,4,-1,4,-2,2,0,0,0,2,-3,-1,2,-1,0,1,0,0,0,0,0,2,-1,0,1,-2,0,2,0,-1,0,1,-1,0,0,0,1,-1,0,0,1,-1,-1,1,0,-1,1,0,0,0,0,0
"210",445,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,1,0,0,0,-1,1,0,1,0,1,-2,0,0,0,1,0,0,2,-2,0,0,-1,2,-1,0,0,0,0,0,-7,-8,-5,-5,0,-5,1,0,-6,-5,-5,-10,1,-1,0,0,0,0
"211",446,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-1,0,-2,1,0,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,-1,0,1,-1,0,0,0,0,0,0,1,-1,1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0
"212",447,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,2,-3,1,-1,16,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,-2,3,0,0,-1,1,0,-1,1,0,0,1,-2,1,0,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0
"213",448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,1,-1,1,-2,1,0,1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0
"214",449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,15,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,1,-1,0,0,0,0,0,0,0,1,-2,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0
"215",450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,1,-1,0,0,0,0,0,0,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0
"216",453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,-2,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,1,0
"217",454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-1,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,-1,0,1,-1,-1,0,0,1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,1,0,0,0,0,0
"219",456,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-2,2,0,2,14,29,-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220",457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,1,-2,1,0,0,1,-1,-1,1,0,0,0,0,0,1,0,0,0,0,-1,1,-2,2,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0
"221",458,0,0,0,-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,-1,0,0,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,-2,2,0,0,0,-1,1,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",459,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,1,1,-1,0,0,0,0,0,-1,-1,1,0,0,0,-2,0,1,0,0,0,0,0,-1,1,0,1,-1,0,0,0,0,0,2,-2,0,1,-1,0,2,-2,0,-1,0,1,2,0,-1,-1,1,-2,-1,1,0,0,0,0,0,-2,1,0,0,0,0,-1,0,0,0,0,0,0
"223",460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,2,-1,0,0,0,0,0,0,0,0,0,0,5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224",461,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,1,0,-1,1,1,-1,1,-1,0,0,0,-1,1,0,-1,1,0,-1,2,0,-1,-1,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
"225",462,1,-1,0,0,1,0,0,-1,0,1,0,0,0,-1,0,1,0,0,-2,0,0,0,-1,3,-1,-1,0,0,0,0,-2,1,-1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,2,-1,1,-1,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"226",463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,-1,2,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0
"227",465,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,-3,3,0,-2,0,-1,1,0,0,0,0,0,0,0,0,0,-1,2,-1,1,-1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,0,0,0,1,-2,1,2,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228",466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,-1,1,0,1,-2,1,0,0,0,0,0,-2,1,2,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,2,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
"229",467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
"230",468,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,1,-1,0,0,5,5,0,5,5,1,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,2,-2,1,0,-1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,-1,0,0
"231",469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,5,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232",470,0,0,0,0,1,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,1,0,0,0,0
"233",471,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0
"234",472,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,1,-2,1,0,0,-2,1,0,0,0,0,2,0,1,-1,0,1,0,0,-1,0,0,1,0,0,0,0,1,-4,0,1,0,0,1,1,2,0,0,0,0,0,0,-1,-3,4,0,0,0,0,0,-1,1,1,-1,1,-1,1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0
"235",473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-2,2,0,0,-1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236",474,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,-1,1,0,0,1,0,-1,0,0,1,-1,0,0,0,-1,1,0,0,0,0,-2,-3,-3,8,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,0,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0
"237",475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,2,-3,1,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,0,0,-1,1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0
"238",476,0,-1,0,1,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,-1,2,-1,3,-3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"239",477,0,0,0,0,0,0,0,37,2,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,1,0,-1,0,-1,1,0,0,0,0,1,1,0,0,0,0,-1,0,1,1,-1,0,0,0,1,-2,1,0,0,0,-31,-7,-8,0,2,-4,0,0,3,-4,3,1,-2,1,-1,0,0,0,1,-1,1,-1,0,0,0,0,0,1,-1,0,0,0,0,0
"240",478,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,2,0,-2,-1,1,-1,-1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0
"241",479,-1,1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,2,-1,0,0,0,0,0,1,-1,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242",480,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,2,-1,-2,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243",481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0
"244",482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,1,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
"245",483,-1,2,-1,0,1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,1,-2,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,-2,1,2,-2,2,-1,-1,0,2,-1,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246",484,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,1,-2,1,0,0,0,-1,1,0,-1,1,-2,1,0,-1,1,0,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247",485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,1,-1,0,1,-1,0,0,0,1,-1,0,1,0,-1,0,0,0,0,-2,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248",486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,0,0,0,0,1,-1,-2,2,-1,1,0,-1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",487,0,0,0,0,0,0,0,0,0,1,-1,0,0,15,5,5,4,1,5,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,-4,4,0,0,-5,-3,-6,-6,-5,-8,-7,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
